"Contract Number","Plan ID","Organization Type","Plan Type","Offers Part D","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date","Enrollment"
"H5959","013","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Core (PPO)","Aware Integrated, Inc.","01/01/2018","10813"
"H5959","014","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Blue Cross Medicare Advantage Choice (PPO)","Aware Integrated, Inc.","01/01/2018","42428"
"H5959","801","Local CCP","Local PPO","Yes","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Group EGWP MAPD (PPO)","Aware Integrated, Inc.","01/01/2018","30"
"H5959","807","Local CCP","Local PPO","No","BLUE CROSS AND BLUE SHIELD OF MINNESOTA","Blue Cross Blue Shield of Minnesota","Group EGWP Medical Only (PPO)","Aware Integrated, Inc.","01/01/2018","1652"
"H5969","002","Local CCP","HMO","Yes","ALOHACARE","AlohaCare","AlohaCare Advantage Plus (HMO SNP)","AlohaCare","01/01/2006","1848"
"H5970","001","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-001 (PPO)","Humana Inc.","01/01/2010","3034"
"H5970","015","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-015 (PPO)","Humana Inc.","01/01/2010","4120"
"H5970","016","Local CCP","Local PPO","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-016 (PPO)","Humana Inc.","01/01/2010","751"
"H5970","018","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-018 (PPO)","Humana Inc.","01/01/2010","1416"
"H5970","019","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-019 (PPO)","Humana Inc.","01/01/2010","1637"
"H5970","020","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice SNP-DE H5970-020 (PPO SNP)","Humana Inc.","01/01/2010","323"
"H5970","021","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-021 (PPO)","Humana Inc.","01/01/2010","4722"
"H5970","022","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-022 (PPO)","Humana Inc.","01/01/2010","452"
"H5970","023","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","HumanaChoice H5970-023 (PPO)","Humana Inc.","01/01/2010","307"
"H5970","801","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer (PPO)","Humana Inc.","01/01/2010","4260"
"H5970","802","Local CCP","Local PPO","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer (PPO)","Humana Inc.","01/01/2010","728"
"H5970","803","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer Non-CY (PPO)","Humana Inc.","01/01/2010","*"
"H5970","805","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer (PPO)","Humana Inc.","01/01/2010","*"
"H5970","806","Local CCP","Local PPO","No","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer (PPO)","Humana Inc.","01/01/2010","*"
"H5970","807","Local CCP","Local PPO","Yes","HUMANA INSURANCE COMPANY OF NEW YORK","Humana","Humana Medicare Employer Non-CY (PPO)","Humana Inc.","01/01/2010","*"
"H5978","001","National PACE","National PACE","Yes","SENIOR LIFE LEHIGH VALLEY, INC.","Senior LIFE Lehigh Valley, Inc.","Senior LIFE Lehigh Valley Dual Eligible (PACE)","Senior LIFE Lehigh Valley, Inc.","02/01/2009","351"
"H5978","002","National PACE","National PACE","Yes","SENIOR LIFE LEHIGH VALLEY, INC.","Senior LIFE Lehigh Valley, Inc.","Senior LIFE Lehigh Valley Medicare Only (PACE)","Senior LIFE Lehigh Valley, Inc.","02/01/2009","*"
"H5989","002","Local CCP","HMO","Yes","CENTERLIGHT HEALTHCARE, INC.","CenterLight Healthcare","CenterLight Healthcare Direct Complete Plan (HMO SNP)","CenterLight Health System, Inc.","01/01/2007","210"
"H5991","001","Local CCP","HMO","Yes","HEALTH INSURANCE PLAN OF GREATER NEW YORK","EmblemHealth Medicare HMO","EmblemHealth Affinity Medicare Ultimate (HMO SNP)","EmblemHealth, Inc.","01/01/2007","2942"
"H5991","002","Local CCP","HMO","Yes","HEALTH INSURANCE PLAN OF GREATER NEW YORK","EmblemHealth Medicare HMO","EmblemHealth Affinity Medicare Solutions (HMO SNP)","EmblemHealth, Inc.","01/01/2007","1083"
"H5991","003","Local CCP","HMO","Yes","HEALTH INSURANCE PLAN OF GREATER NEW YORK","EmblemHealth Medicare HMO","EmblemHealth Affinity Medicare Passport Essentials (HMO)","EmblemHealth, Inc.","01/01/2007","3017"
"H5991","006","Local CCP","HMO","Yes","HEALTH INSURANCE PLAN OF GREATER NEW YORK","EmblemHealth Medicare HMO","EmblemHealth Affinity Medicare Pssprt Essntls NYC (HMO)","EmblemHealth, Inc.","01/01/2007","1344"
"H5992","007","Local CCP","HMO","Yes","SENIOR WHOLE HEALTH OF NEW YORK, INC.","Senior Whole Health of New York","Senior Whole Health of New York NHC (HMO SNP)","Magellan Health, Inc.","01/01/2007","81"
"H5995","001","Local CCP","HMO","Yes","ATRIO HEALTH PLANS","ATRIO Health Plans","ATRIO Special Needs Plan (Willamette) (HMO SNP)","ATRIO Health Plans","01/01/2006","3379"
"H6053","","HCPP - 1833 Cost","HCPP - 1833 Cost","No","SANTE FE EMPLOYEES HOSPITAL ASSOCIATION","Santa Fe Employes Hospital Assn. - Coast Lines","","Sante Fe Employees Hospital Assn.","01/01/1987","680"
"H6059","001","National PACE","National PACE","Yes","PACE OF GUILFORD AND ROCKINGHAM COUNTIES, INC.","PACE OF THE TRIAD","PACE of The Triad - Dual (PACE)","Well-Spring Services, Inc.","06/01/2011","212"
"H6059","002","National PACE","National PACE","Yes","PACE OF GUILFORD AND ROCKINGHAM COUNTIES, INC.","PACE OF THE TRIAD","PACE of The Triad - Medicare only (PACE)","Well-Spring Services, Inc.","06/01/2011","*"
"H6079","001","National PACE","National PACE","Yes","TOTAL LONGTERM CARE, INC.","InnovAge California PACE","InnovAge California PACE (PACE)","Total Community Options, Inc.","03/01/2014","619"
"H6079","002","National PACE","National PACE","Yes","TOTAL LONGTERM CARE, INC.","InnovAge California PACE","InnovAge California PACE (PACE)","Total Community Options, Inc.","03/01/2014","*"
"H6080","001","Demo","Medicare-Medicaid Plan HMO","Yes","MERIDIAN HEALTH PLAN OF ILLINOIS, INC.","MeridianComplete","MeridianComplete (Medicare-Medicaid Plan)","WellCare Health Plans, Inc.","02/01/2014","8314"
"H6140","","HCPP - 1833 Cost","HCPP - 1833 Cost","No","WABASH MEMORIAL HOSPITAL ASSOCIATION","Wabash Mem. Hospital","","Wabash Memorial Hospital Association","01/01/1987","1364"
"H6141","","HCPP - 1833 Cost","HCPP - 1833 Cost","No","SIDNEY HILLMAN HC","Sidney Hillman HC","","Sidney Hillman Health Center (SHHC)","02/01/1983","539"
"H6142","","HCPP - 1833 Cost","HCPP - 1833 Cost","No","UNION HEALTH SERVICES, INC.","Union Health Service, Inc.","","Union Health Services, Inc.","02/01/1983","1989"
"H6154","001","Local CCP","HMOPOS","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H6154-001 (HMO-POS)","Medica Holding Company","01/01/2018","770"
"H6154","002","Local CCP","HMOPOS","Yes","MEDICA HEALTH PLANS","Medica","Medica Advantage Solution H6154-002 (HMO-POS)","Medica Holding Company","01/01/2018","150"
"H6188","001","National PACE","National PACE","Yes","VIECARE ARMSTRONG, LLC","LIFE Armstrong","VieCare Armstrong, LLC dba LIFE Armstrong County (PACE)","Lutheran SeniorLife","04/01/2015","73"
"H6188","002","National PACE","National PACE","Yes","VIECARE ARMSTRONG, LLC","LIFE Armstrong","VieCare Armstrong, LLC dba LIFE Armstrong County (PACE)","Lutheran SeniorLife","04/01/2015","*"
"H6229","005","Demo","Medicare-Medicaid Plan HMO","Yes","BLUE CROSS OF CALIFORNIA PARTNERSHIP PLAN, INC.","Anthem Blue Cross Cal MediConnect","Anthem Blue Cross Cal MediConnect (Medicare-Medicaid Plan)","Anthem Inc.","07/01/2014","2919"
"H6229","006","Demo","Medicare-Medicaid Plan HMO","Yes","BLUE CROSS OF CALIFORNIA PARTNERSHIP PLAN, INC.","Anthem Blue Cross Cal MediConnect","Anthem Blue Cross Cal MediConnect (Medicare-Medicaid Plan)","Anthem Inc.","07/01/2014","2354"
"H6231","001","National PACE","National PACE","Yes","FRANCISCAN PACE, INC.","PACE Baton Rouge","Franciscan PACE, Inc. (PACE)","Franciscan Missionaries of Our Lady Health System","07/01/2008","291"
"H6231","002","National PACE","National PACE","Yes","FRANCISCAN PACE, INC.","PACE Baton Rouge","Franciscan PACE, Inc. (PACE)","Franciscan Missionaries of Our Lady Health System","07/01/2008","*"
"H6237","004","Local CCP","HMO","Yes","REGENCE BLUECROSS BLUESHIELD OF OREGON","Regence BlueCross BlueShield of Oregon","Regence BlueAdvantage HMO (HMO)","Cambia Health Solutions, Inc.","01/01/2014","1242"
"H6237","005","Local CCP","HMO","Yes","REGENCE BLUECROSS BLUESHIELD OF OREGON","Regence BlueCross BlueShield of Oregon","Regence BlueAdvantage HMO Plus (HMO)","Cambia Health Solutions, Inc.","01/01/2014","4672"
"H6237","803","Local CCP","HMO","Yes","REGENCE BLUECROSS BLUESHIELD OF OREGON","Regence BlueCross BlueShield of Oregon","Regence BlueAdvantage HMO (HMO)","Cambia Health Solutions, Inc.","01/01/2014","*"
"H6237","804","Local CCP","HMO","Yes","REGENCE BLUECROSS BLUESHIELD OF OREGON","Regence BlueCross BlueShield of Oregon","Regence BlueAdvantage HMO 02 (HMO)","Cambia Health Solutions, Inc.","01/01/2014","*"
"H6237","805","Local CCP","HMO","Yes","REGENCE BLUECROSS BLUESHIELD OF OREGON","Regence BlueCross BlueShield of Oregon","Regence BlueAdvantage HMO 03 (HMO)","Cambia Health Solutions, Inc.","01/01/2014","*"
"H6306","002","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct HMO Plus (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","4865"
"H6306","003","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct HMO Standard (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","460"
"H6306","005","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct smartHMO (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","663"
"H6306","006","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct preferredPLUS (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","51"
"H6306","007","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct Healthy State HMO Plus (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","69"
"H6306","010","Local CCP","HMO","Yes","FIRSTCAROLINACARE INSURANCE COMPANY","FirstMedicare Direct","FirstMedicare Direct Healthy State HMO Prime (HMO)","FirstHealth of the Carolinas, Inc.","01/01/2013","60"
"H6328","001","Local CCP","Local PPO","Yes","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice Premium (PPO)","Texas Health Resources","01/01/2009","866"
"H6328","002","Local CCP","Local PPO","Yes","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice Plus (PPO)","Texas Health Resources","01/01/2009","2598"
"H6328","003","Local CCP","Local PPO","Yes","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice (PPO)","Texas Health Resources","01/01/2009","6503"
"H6328","005","Local CCP","Local PPO","No","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice MA-Only (PPO)","Texas Health Resources","01/01/2009","283"
"H6328","801","Local CCP","Local PPO","Yes","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice CY - MAPD (PPO)","Texas Health Resources","01/01/2009","*"
"H6328","802","Local CCP","Local PPO","Yes","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice NCY - MAPD (PPO)","Texas Health Resources","01/01/2009","*"
"H6328","803","Local CCP","Local PPO","No","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice CY - MA-Only (PPO)","Texas Health Resources","01/01/2009","*"
"H6328","804","Local CCP","Local PPO","No","CARE N' CARE INSURANCE COMPANY, INC.","Care N’ Care Insurance Company","Care N' Care Choice NCY - MA-Only (PPO)","Texas Health Resources","01/01/2009","*"
"H6334","","HCPP - 1833 Cost","HCPP - 1833 Cost","No","NY HOTEL TRADES COUNCIL & HOTEL ASSOCIATION OF NYC","NY Hotel Trades Council and Hotel Assn. of NYC","","NY Hotel Trades Council&Hotel Assn of NYC","01/01/1987","5059"
"H6342","001","National PACE","National PACE","Yes","COMPLETE HEALTH WITH PACE","Complete Health with PACE","Complete Health with PACE (PACE)","Baptist Health (Arkansas)","06/01/2016","53"
"H6342","002","National PACE","National PACE","Yes","COMPLETE HEALTH WITH PACE","Complete Health with PACE","Complete Health with PACE (PACE)","Baptist Health (Arkansas)","06/01/2016","*"
"H6345","001","Local CCP","HMO","Yes","PRUITTHEALTH PREMIER NORTH CAROLINA, LLC","PruittHealth Premier","PruittHealth Premier (HMO SNP)","UNICO Premier, LLC","01/01/2019","207"
"H6345","002","Local CCP","HMO","Yes","PRUITTHEALTH PREMIER NORTH CAROLINA, LLC","PruittHealth Premier","PruittHealth Premier (HMO SNP)","UNICO Premier, LLC","01/01/2019","492"
"H6348","001","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Medicare (PPO)","Centene Corporation","01/01/2018","131"
"H6348","002","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Medicare (PPO)","Centene Corporation","01/01/2018","308"
"H6348","003","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Medicare (PPO)","Centene Corporation","01/01/2018","18"
"H6348","004","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Medicare (PPO)","Centene Corporation","01/01/2018","15"
"H6348","801","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Group (PPO)","Centene Corporation","01/01/2018","*"
"H6348","802","Local CCP","Local PPO","No","COORDINATED CARE CORPORATION","Allwell","Allwell Group (PPO)","Centene Corporation","01/01/2018","*"
"H6348","803","Local CCP","Local PPO","Yes","COORDINATED CARE CORPORATION","Allwell","Allwell Group (PPO)","Centene Corporation","01/01/2018","*"
"H6351","001","Local CCP","HMO","Yes","LIBERTY ADVANTAGE, LLC","Liberty Advantage","Liberty Advantage (HMO SNP)","Liberty Healthcare Insurance","01/01/2018","701"
"H6351","002","Local CCP","HMO","Yes","LIBERTY ADVANTAGE, LLC","Liberty Advantage","Liberty Advantage Gold (HMO SNP)","Liberty Healthcare Insurance","01/01/2018","*"
"H6351","003","Local CCP","HMO","Yes","LIBERTY ADVANTAGE, LLC","Liberty Advantage","Liberty at Home (HMO SNP)","Liberty Healthcare Insurance","01/01/2018","*"
"H6371","001","National PACE","National PACE","Yes","LUTHERAN SENIOR HEALTHCARE, INC.","Lutheran Senior LIFE","Lutheran Senior Healthcare (PACE)","Lutheran Social Ministries of New Jersey","07/01/2010","108"
"H6371","002","National PACE","National PACE","Yes","LUTHERAN SENIOR HEALTHCARE, INC.","Lutheran Senior LIFE","Lutheran Senior Healthcare (PACE)","Lutheran Social Ministries of New Jersey","07/01/2010","*"
"H6396","001","Local CCP","HMO","Yes","CARESOURCE","CareSource","CareSource Advantage (HMO)","CareSource Management Group Co.","01/01/2017","2257"
"H6396","002","Local CCP","HMO","Yes","CARESOURCE","CareSource","CareSource Advantage Plus (HMO)","CareSource Management Group Co.","01/01/2017","660"
"H6396","004","Local CCP","HMO","Yes","CARESOURCE","CareSource","CareSource Advantage Zero Premium (HMO)","CareSource Management Group Co.","01/01/2017","857"
"H6425","001","National PACE","National PACE","Yes","WASHINGTON REGIONAL MEDICORP","PACE of the Ozarks","Washington Regional Medicorp PACE of the Ozarks (PACE)","Washington Regional Medical Center","02/01/2019","18"
"H6425","002","National PACE","National PACE","Yes","WASHINGTON REGIONAL MEDICORP","PACE of the Ozarks","Washington Regional Medicorp PACE of the Ozarks (PACE)","Washington Regional Medical Center","02/01/2019","*"
"H6435","001","Demo","Medicare-Medicaid Plan HMO","Yes","ELDERSERVE HEALTH, INC.","RiverSpring FIDA Plan","RiverSpring FIDA Plan (Medicare-Medicaid Plan)","Riverspring Health Holding Corp.","01/01/2015","16"
"H6439","002","Local CCP","HMO","Yes","WELLCARE HEALTH PLANS OF ARIZONA, INC.","WellCare","WellCare Value (HMO)","WellCare Health Plans, Inc.","01/01/2019","1177"
"H6453","001","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","2596"
"H6453","002","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","3013"
"H6453","003","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","3485"
"H6453","004","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","2765"
"H6453","005","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","248"
"H6453","006","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","326"
"H6453","801","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","218"
"H6453","802","Local CCP","HMO","Yes","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","*"
"H6453","803","Local CCP","HMO","No","HMO LOUISIANA, INC.","Blue Cross and Blue Shield of Louisiana HMO","Blue Advantage (HMO)","Louisiana Health Service & Indemnity Company","01/01/2016","*"
"H6502","001","Local CCP","Local PPO","Yes","MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY","Blue Cross and Blue Shield of Kansas City","Blue Medicare Advantage Access (PPO)","Blue Cross and Blue Shield of Kansas City","01/01/2018","1190"
"H6502","002","Local CCP","Local PPO","Yes","MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY","Blue Cross and Blue Shield of Kansas City","Blue Medicare Advantage Essential (PPO)","Blue Cross and Blue Shield of Kansas City","01/01/2018","245"
"H6502","801","Local CCP","Local PPO","No","MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY","Blue Cross and Blue Shield of Kansas City","Blue Medicare Advantage Employer Group MA-CY (PPO)","Blue Cross and Blue Shield of Kansas City","01/01/2018","*"
"H6502","802","Local CCP","Local PPO","Yes","MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY","Blue Cross and Blue Shield of Kansas City","Blue Medicare Advantage Employer Group MAPD - CY (PPO)","Blue Cross and Blue Shield of Kansas City","01/01/2018","588"
"H6502","803","Local CCP","Local PPO","Yes","MISSOURI VALLEY LIFE AND HEALTH INSURANCE COMPANY","Blue Cross and Blue Shield of Kansas City","Blue Medicare Advantage Employer Group MAPD - BY (PPO)","Blue Cross and Blue Shield of Kansas City","01/01/2018","*"
