Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H5475,9,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,10,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,11,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,12,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,13,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,14,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Enhanced (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,15,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,16,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,19,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,20,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Edge (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,21,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,22,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,23,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra Smile (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,24,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Elite Smile (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,25,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Elite Clarity (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,26,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential Clarity (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5475,27,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Extra Smile (HMO SNP),"WellCare Health Plans, Inc.",01/01/2011
H5475,28,Local CCP,HMO/HMOPOS,Yes,No,No,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",WellCare,MeridianCare Essential Smile (HMO),"WellCare Health Plans, Inc.",01/01/2011
H5493,1,National PACE,National PACE,Yes,No,No,"LIFE AT ST. FRANCIS HEALTHCARE, INC.",Saint Francis LIFE,"LIFE at St. Francis Healthcare, Inc (PACE)",Trinity Health,02/01/2013
H5493,2,National PACE,National PACE,Yes,No,No,"LIFE AT ST. FRANCIS HEALTHCARE, INC.",Saint Francis LIFE,"LIFE at St. Francis Healthcare, Inc (PACE)",Trinity Health,02/01/2013
H5496,5,Local CCP,HMO/HMOPOS,Yes,Yes,No,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","Imperial Health Plan of California, Inc.",Imperial Senior Value (HMO SNP) (HMO SNP),Imperial Health Plan of California,01/01/2018
H5496,7,Local CCP,HMO/HMOPOS,Yes,No,No,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","Imperial Health Plan of California, Inc.",Imperial Traditional (HMO) (HMO),Imperial Health Plan of California,01/01/2018
H5496,9,Local CCP,HMO/HMOPOS,Yes,No,No,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","Imperial Health Plan of California, Inc.",Imperial Traditional Plus (HMO) (HMO),Imperial Health Plan of California,01/01/2018
H5521,12,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,13,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Complete (PPO),CVS Health Corporation,01/01/2006
H5521,15,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,16,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,20,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,22,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Select Plan (PPO),CVS Health Corporation,01/01/2006
H5521,27,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,33,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,37,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,40,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,53,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,55,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,56,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,57,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Prime Plan (PPO),CVS Health Corporation,01/01/2006
H5521,58,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,59,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,60,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,76,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,77,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,81,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,82,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,83,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,84,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,85,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,86,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,87,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,88,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,89,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,90,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,91,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,92,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,94,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,95,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,99,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,100,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,101,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,102,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,103,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,104,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,105,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,107,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,108,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,109,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,110,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,114,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,115,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,116,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,117,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,118,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,119,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,120,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,121,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,122,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Gold Plan (PPO),CVS Health Corporation,01/01/2006
H5521,123,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare SNJ Prime Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,124,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,125,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,126,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,127,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,128,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Select Plan (PPO),CVS Health Corporation,01/01/2006
H5521,130,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Platinum Plan (PPO),CVS Health Corporation,01/01/2006
H5521,131,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Select Plan (PPO),CVS Health Corporation,01/01/2006
H5521,134,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,139,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,140,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,141,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,142,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,143,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,144,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,145,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,146,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,147,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,148,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,149,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,150,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,151,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,152,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,153,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,154,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,156,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,157,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,159,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,160,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,167,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,168,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,169,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,170,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,171,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,177,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,178,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,179,Local CCP,Local PPO,No,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Basics Plan (PPO),CVS Health Corporation,01/01/2006
H5521,183,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,184,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Platinum Plan (PPO),CVS Health Corporation,01/01/2006
H5521,185,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,186,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Platinum Plan (PPO),CVS Health Corporation,01/01/2006
H5521,187,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Platinum Plan (PPO),CVS Health Corporation,01/01/2006
H5521,190,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,194,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,195,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,196,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,197,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,199,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,200,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Platinum Plan (PPO),CVS Health Corporation,01/01/2006
H5521,201,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,202,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,203,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Plus Plan (PPO),CVS Health Corporation,01/01/2006
H5521,204,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,205,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,206,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Choice Plan (PPO),CVS Health Corporation,01/01/2006
H5521,207,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Prime Essential Plan (PPO),CVS Health Corporation,01/01/2006
H5521,208,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Prime Plan (PPO),CVS Health Corporation,01/01/2006
H5521,211,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,212,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Elite Plan (PPO),CVS Health Corporation,01/01/2006
H5521,213,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,214,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,215,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Premier Plan (PPO),CVS Health Corporation,01/01/2006
H5521,216,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,217,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Standard Plan (PPO),CVS Health Corporation,01/01/2006
H5521,218,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,219,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,220,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,221,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Complete (PPO),CVS Health Corporation,01/01/2006
H5521,222,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,223,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Value Plan (PPO),CVS Health Corporation,01/01/2006
H5521,224,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Plan (PPO),CVS Health Corporation,01/01/2006
H5521,225,Local CCP,Local PPO,Yes,No,No,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Medicare Freedom Complete (PPO),CVS Health Corporation,01/01/2006
