"","3030-Angiocardiography","3040-Audiology","3050-Bacteriology and Microbiology","3070-Birthing Center","3120-Cardiac Catheterization Laboratory","3140-Cardiology","3180-Chemistry","3190-Chemotherapy","3220-Circumcision","3230-CAT Scan","3240-Cytology","3260-Echocardiography","3280-EKG and EEG","3290-Electromyography","3320-Electroshock Therapy","3340-Gastro Intestinal Services","3350-Hematology","3360-Histology","3370-Holter Monitor","3380-Immunology","3390-Laboratory - Clinical","3420-Laboratory - Pathological","3430-Magnetic Resonance Imaging (MRI)","3440-Mammography","3450-Nuclear Medicine-Diagnostic","3480-Oncology","3540-Prosthetic Devices","3550-Psychiatric/Psychological Services","3560-Pulmonary Function Testing","3620-Stress Test","3630-Ultra Sound","3640-Urology","3650-Vascular Lab","3700-Operating Room","3800-Recovery Room","3900-Delivery Room & Labor Room","4000-Anesthesiology","4100-Radiology - Diagnostic","4200-Radiology-Therapeutic","4600-Whole Blood & Packed Red Blood Cells","4700-Blood Storing, Processing, & Trans.","4800-Intravenous Therapy","4900-Respiratory Therapy","5000-Physical Therapy","5100-Occupational Therapy","5200-Speech Pathology","5500-Med Supplies Charged to Patient","5600-Drugs Charged to Patients","5700-Renal Dialysis","5800-ASC","6000-Clinic","6100-Emergency","6201-Observation Beds (Distinct Part)","8600-Other Organ Acquisition (Specify)","PCCR_OR_and_Anesth_Costs"
"Neonates, died or transferred to another acute care facility",0,293.12652173913,190.888888888889,0,0,0,407.499,0,208.12,1199.875,0,3900.48,2091.18076923077,0,0,0,190.125,0,0,233.583333333333,1212.84181818182,398.1,0,0,0,0,0,0,266.760833333333,0,1967.78,0,2009.52,4112.35909090909,0,0,5374.11,895.562631578947,0,0,3656.3325,436.443333333333,3390.84333333333,615.94,999.23,1223.07,359.776052631579,2225.36138888889,0,2938.94,150.808333333333,2606.07,0,0,9486.46909090909
"Nervous system neoplasms w MCC ... ",0,0,437,0,0,1899,843.5,0,0,6352.562,797.64,0,565.715,0,0,0,461,0,0,0,1430.22072727273,743.534545454545,5839.08769230769,388,3631.99666666667,0,0,0,881.23,0,736.303333333333,0,16691.39,8056.96555555556,851.387777777778,0,1547.21,549.737777777778,7363.54333333333,0,1570.11,225.4,2099.6025,547.315238095238,672.844285714286,946.056,655,1374.63517857143,0,0,194,2538.6578,1828,0,9604.17555555556
"Nervous system neoplasms w/o MCC ",0,0,0,0,0,222,731.083333333333,0,0,4876.98578947368,0,2174.86,929.055555555556,0,0,0,488,0,0,0,889.295151515151,761.343,7808.40545454545,0,2147,0,0,0,254.23,0,764.38,0,897,7505.33666666667,807.512857142857,0,1856.88125,373.76625,3606.30875,0,889.25,278.75,139.665,1853.07538461538,3152.30166666667,2393.68,671.654166666667,946.421081081081,0,0,194,1931.611,965.24,0,9362.21791666667
"Neurological eye disorders",0,0,0,0,0,0,0,0,0,6089.5,0,2312.17,0,0,0,0,0,0,0,0,2261.13166666667,448.23,4391.055,0,0,0,0,0,0,0,0,0,2188.1,882.32,0,0,0,355.08,0,0,0,0,560.68,589.66,405.49,0,0,584.92,0,0,195,2750.37,0,0,882.32
"Neuroses except depressive ",0,0,0,0,0,0,952.5,0,0,2425.692,0,0,2092.68545454545,0,0,0,188.5,0,0,0,759.321666666667,0,2553.22,0,0,0,0,0,129.33,0,0,0,897,0,0,0,0,399.121111111111,0,0,0,491,660.6825,802.28,1208.242,708.19,580.1275,1809.865,0,0,0,1570.60352941176,0,0,0
"Non-bacterial infect of nervous sys exc viral meningitis w CC ",0,0,988,0,0,0,269,0,0,5235.555,0,2312.17,2725.39,0,0,0,483,0,0,444,5691.97,553.05,7446.54125,0,7667.7,0,0,0,0,0,686.1,0,1080,1604.335,0,0,0,909.375714285714,0,0,0,1115,945.786666666667,1388.77166666667,1290.96,1595.46,1282.02333333333,9088.10888888889,0,0,652.5,2815.6125,2044.5,0,1604.335
"Non-bacterial infect of nervous sys exc viral meningitis w MCC",0,0,3180,0,0,3882,2391,0,0,5059.22,0,2265.4,6104.665,1685.38,0,0,771,0,0,580,5604.3775,905.25,11274.47,0,7667.7,0,0,0,112.46,0,853.49,0,1438.195,1964.69714285714,0,0,404,873.626,0,0,1018.34,440.393333333333,3651.424,1521.621,1739.80142857143,1544.62333333333,1317.08666666667,13969.5683333333,0,0,242,3600.22,141,0,2368.69714285714
"Non-bacterial infect of nervous sys exc viral meningitis w/o CC/MCC ",0,0,0,0,0,0,0,0,0,2468.3525,0,3138,1037.79285714286,2664.09,0,0,0,0,0,0,3064.229375,556.166,8558.39333333333,0,0,0,0,0,235,0,2081.85,0,1407.98,887.75,685.65,0,989.72,403.25375,0,0,0,565,1221.31,546.05375,413.66,552.225,446.265,4429.506875,0,0,137,3871.72545454545,987,0,1877.47
"Non-extensive burns ",0,0,335,0,0,0,1101,0,0,4045,0,0,226,0,0,0,0,0,0,0,2101.81,126.275,0,0,0,0,0,0,100.29,0,237.09,0,9330.68,16746.3666666667,2262.46,0,1434.08333333333,2062.15875,0,0,8438.105,529.426666666667,3168.85166666667,922.63,996.19,708.19,5967.84333333333,3743.7005,0,373.6,0,4575.485,575.875,0,18180.45
"Non-malignant breast disorders w CC/ MCC",0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,732.755,0,0,0,0,0,0,0,0,0,757.03,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,1049.135,0,0,0,5388.62,0,0,0
"Non-malignant breast disorders w/o CC/MCC",0,0,0,0,0,0,0,0,0,3273.01,0,0,0,0,0,0,0,0,0,0,877.357142857143,0,0,0,0,0,0,0,0,0,712.45,0,897,498.58,890.17,0,0,355.61,0,0,0,0,0,0,0,0,146.18,783.281428571429,0,0,0,2313.238,0,0,498.58
"Nonspecific cerebrovascular disorders w CC",0,0,430.5,0,0,1802.625,681,487,0,2951.49342857143,0,2312.17,1511.75333333333,0,0,0,179,0,0,0,2015.23897959184,2469.42,5774.026,0,6487.96,0,0,0,239,0,581.748333333333,0,1263.4,1014.67,523.52,0,596.8,484.464705882353,4192.5,0,2218.15,450.5,670.155555555556,803.3778125,795.231428571429,680.48,595.43,1650.16046511628,0,0,242.5,2260.40090909091,1364.44857142857,0,1611.47
"Nonspecific cerebrovascular disorders w MCC",0,0,0,0,0,1951,1274.07,0,0,3782.70095238095,114.84,2132.658,1669.59578947368,1296,0,0,461,0,0,0,2462.01,428.0675,5086.459,0,0,0,0,0,762.235,0,548.97,0,988.54,979.655,0,0,0,971.907368421053,0,0,1198.7,480,2928.09888888889,599.653125,870.75,978.481666666667,1437.56090909091,1548.21423076923,1280.86,0,0,2144.906,1000.86,0,979.655
"Nonspecific cerebrovascular disorders w/o CC/MCC",0,0,0,0,0,0,0,0,0,5151.20533333333,0,2270.05,1531.88545454545,0,0,0,0,0,0,0,2260.90777777778,1102.425,8006.05222222222,0,7173.99,0,0,0,112.46,0,0,0,802.626666666667,4801.36,821.625,0,1960.56,471.796666666667,0,0,0,491,114.892,484.25875,544.213333333333,918.4,282.535,921.841764705882,0,0,110,2153.956,881.25,0,6761.92
"Nonspecific cva & precerebral occlusion w/o infarct w MCC",0,0,0,0,0,0,0,0,0,1636.705,0,943.63,154,0,0,0,0,0,0,0,1323.28,466,9836.42,0,0,0,0,0,0,0,0,0,0,0,880,0,0,358.5,0,0,972,0,0,537.86,0,0,123,0,826.96,0,0,1783.595,0,0,0
"Nonspecific cva & precerebral occlusion w/o infarct w/o MCC",0,0,0,0,0,1899,0,0,0,2856.7125,0,1487.58,207.0625,0,0,0,0,0,0,0,981.865,0,5096.5125,0,0,0,0,0,0,0,0,0,1263,0,0,0,0,370.67,0,0,0,0,0,278.5,380.366666666667,894.64,406.44,520.18,0,0,0,1598.5575,0,0,0
"Nontraumatic stupor & coma w MCC ",0,0,0,0,0,0,0,0,0,7746.815,0,1929.54,154.91,0,0,0,0,0,0,0,2987.51666666667,104.3,0,0,0,0,0,0,0,0,779.25,0,0,0,0,0,0,222.21,0,0,0,0,556.64,525.8,369,441.45,436.5,2138.85666666667,0,0,0,1547.825,0,0,0
"Nontraumatic stupor & coma w/o MCC",0,0,658,0,0,0,3402,0,0,1728.3025,0,0,394.026666666667,0,0,0,0,0,0,0,970.931666666667,0,3182.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.62,0,0,0,779.04,417.48,668.103333333333,350.56,0,210.94,2282.048,0,0,0,1854.712,352.5,0,0
"Normal newborn ",0,236.950923766816,291.714285714286,0,0,0,371.310381355932,0,481.78472,0,0,4161.65333333333,152.12,0,0,0,162.058823529412,0,0,239.693430656934,396.139763121226,885.73,0,0,0,0,0,0,157.104351851852,0,768.647619047619,0,1004.76,478.426787878788,0,1521.28571428571,2384.69,874.881111111111,0,0,0,135.220588235294,499.829285714286,0,2331.57,2761.27,162.503120204604,131.320348923534,0,0,803.85,2150.79,0,0,2863.11678787879
"Nutritional & misc metabolic disorders w MCC",0,0,699,0,0,1614.576,1698.961875,0,0,3618.27790697674,367.32,3225.48272727273,524.9184375,0,0,4273.5,727.375,194.59,0,763.125,2093.49451612903,472.302857142857,4219.89444444444,0,1804.75,0,0,0,322.159090909091,544.94,916.547,0,947.28,2282.83714285714,0,0,981.26,624.472857142857,41191.31,0,1235.417,622.998205128205,2600.27032258065,828.4826,586.99,981.867142857143,1192.52581818182,2554.98080645161,2119.35272727273,0,276.5,1939.74922330097,1795.52090909091,0,3264.09714285714
"Nutritional & misc metabolic disorders w/o MCC",0,0,404.846153846154,0,0,1754.89222222222,1370.375,0,0,2955.48666666667,0,2154.54416666667,369.94467032967,2998.4,0,4027.5,308.56,194.59,0,283,1587.57230179028,1105.99083333333,3780.14894736842,0,2383.38857142857,572,0,0,482.613333333333,563.98,911.774285714286,0,1288.74692307692,2067.06611111111,1144.50333333333,749.97,807.17,609.364700460829,19319.91,0,1825.04,505.25376344086,977.534385964912,807.821075949367,864.063493975904,930.547317073171,839.137326732673,1241.18078313253,0,2556.93,593.44,1887.78698675497,1201.29942307692,0,2874.23611111111
"O.R. proc w diagnoses of other contact w health services w CC",0,0,0,0,0,0,0,0,0,4338.2,0,0,276.48,1609.43,0,0,0,0,0,0,1872.23142857143,1604.6,9590.095,0,0,0,0,0,1128.57,0,654.495,0,1094.05,15259.0430769231,2655.555,0,1728.71692307692,1316.37444444444,2110.12,0,1434.38,0,1528.605,5823.44428571429,4589.47857142857,9470.16,1366.98583333333,3482.11533333333,0,9621.555,5687.45,2450.36,1411.5,0,16987.76
"O.R. proc w diagnoses of other contact w health services w MCC",0,0,0,0,0,0,571.5,0,0,4695.7225,0,2180.38,298.21,0,0,0,0,0,0,0,6843.04,1182.87,5097.26,0,0,0,0,0,564.04,0,1233.60333333333,0,3793,25620.4766666667,0,0,5407.1,1261.04333333333,0,0,11033.4533333333,937,4966.595,5377.3925,6598.9,5567.44,2385.29,11297.575,0,0,0,1743.27333333333,0,0,31027.5766666667
"O.R. proc w diagnoses of other contact w health services w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,577.53,168.58,0,0,0,0,0,0,0,731.30375,369.6975,0,0,0,0,174.06,0,0,0,278.53,0,1073.63,20105.6355555556,1956.59875,0,2818.1025,537.77,0,0,0,0,620.06,796.308,754.65,0,2187.32666666667,1317.688,0,19050.72,0,2266.225,3195,0,22923.7380555556
"O.R. procedure w principal diagnoses of mental illness",0,0,0,0,0,1951,277,0,0,5077.93,367.32,2298.13,240.5,0,0,3903,0,0,0,0,2386.73166666667,300.185,3237.265,0,3998,0,0,0,0,238,1498.06666666667,0,1100.66333333333,6850.14285714286,992.194,0,931.608333333333,443.408,0,0,0,111,16947.26,1038.312,485.033333333333,0,910.605,14549.8007692308,0,0,0,1780.94666666667,0,0,7781.75119047619
"O.R. procedures for obesity w CC ",0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,667.774117647059,672.25,0,0,0,0,0,0,0,0,0,0,760,8618.61294117647,1090.81294117647,0,1587.98294117647,912.349411764706,0,0,2071.6,0,619.91,0,0,0,885.785294117647,1339.97117647059,0,0,0,0,0,0,10206.5958823529
"O.R. procedures for obesity w MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.17,0,0,0,0,0,0,0,0,0,0,0,0,9902.95,847.78,0,1951.11,875.23,0,0,0,0,0,0,0,0,1774.8,2731.45,1229.28,0,0,0,0,0,11854.06
"O.R. procedures for obesity w/o CC/ MCC",0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,492.870071942446,357.272857142857,9886.31,0,0,0,0,0,0,0,0,0,0,8563.02985611511,1090.32695652174,0,1604.92021582734,881.48618705036,0,0,0,0,1696.22777777778,0,0,0,925.629928057554,1057.42345323741,0,0,0,2600.17,0,0,10167.9500719424
"Orbital procedures w CC/MCC ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.44333333333,493.885,5000,0,0,0,0,0,0,0,0,0,0,12643.79,961.033333333333,0,2194.52333333333,0,0,0,0,0,0,608.62,0,0,471.79,1684.94,0,0,194,2762.97,0,0,14838.3133333333
"Organic disturbances & mental retardation",0,426.21,107,0,0,0,419.333333333333,947,0,2930.4225,0,2940.71,649.0475,0,0,0,0,0,0,0,1234.73476923077,681.2025,4596.01285714286,0,0,0,0,0,501.64,0,826.485,0,1168.815,527.095,1371.3,0,3160.57,719.163571428571,0,0,577.46,854.911428571429,1641.02125,710.025882352941,547.867916666667,709.214761904762,367.226,3534.02847457627,0,0,200.333333333333,1882.16529411765,2031.73363636364,0,3687.665
"Osteomyelitis w CC",0,0,1402.375,0,0,0,1086.25,0,0,2723.274,598.71,2270.05,210.54625,0,0,0,642.75,0,0,0,2040.55304347826,218.45,4803.07,0,1991.7075,0,0,0,616.666666666667,1140.86,619.291666666667,0,1080,3248.42727272727,666.333333333333,0,517.333333333333,777.047,0,0,0,364.607142857143,1053.87333333333,705.79,1132,0,1420.05181818182,3005.74416666667,0,0,330.6,1768.46363636364,1708.25,0,3765.76060606061
"Osteomyelitis w MCC ",0,0,1350,0,0,1941,1266,0,0,4589.8625,0,2225.465,182.25,0,0,0,0,0,0,0,2530.51428571429,276.065,4286.62833333333,0,3391,0,0,0,112.46,0,474.18,0,511,6270.77285714286,1007.94333333333,0,1542.1475,1397.074,0,0,1039.4,721.135,3105.54,3295.93428571429,7149.685,0,700.317777777778,5485.57071428571,7134.18333333333,0,674,2075.47181818182,0,0,7812.92035714286
"Osteomyelitis w/o CC/MCC",0,0,214,0,0,0,573,0,0,4799.19666666667,0,1856,153,0,0,0,0,0,0,0,1570.6175,404.283333333333,6634.5825,0,4335.43,0,0,0,386.23,0,648.32,0,0,4157.085,1591.86333333333,0,733.565,962.205454545455,0,0,2634.59,0,685.04,728.9975,314.55,708.19,257.4,1752.56,0,0,0,2510.5625,0,0,4890.65
"Other antepartum diagnoses w medical complications",0,0,154.5,0,0,0,532.068181818182,0,0,4423.994,0,1961.045,944.970769230769,0,0,0,181.5,0,0,294.357142857143,1101.89636986301,279.690909090909,4906.87,0,0,0,0,0,231,0,1034.2322972973,0,921.09,5741.71933333333,661.844444444444,2345.555,1148.59538461538,757.92052631579,0,0,2699.65,719.885454545455,4929.848,972.91,318,0,631.920909090909,736.193898305085,0,0,0,2567.07310344828,1658.34,0,6890.31471794872
"Other antepartum diagnoses w/o medical complications",0,0,0,0,0,0,413.625,0,0,0,0,0,312,0,0,0,246,0,0,648.5,518.797272727273,136.99,0,0,0,0,0,0,0,0,1142.51636363636,0,944.94,4152.85,680.935,3575.05666666667,837.62,744.87,0,0,0,1364,0,0,0,0,119.033333333333,364.639285714286,0,0,296.25,963,154,0,4990.47
"Other cardiothoracic procedures w CC ",0,211,0,0,0,0,0,0,0,0,0,0,205.333333333333,0,0,0,0,0,0,0,2232.9775,0,0,0,0,0,0,0,0,0,0,0,647,23716.5775,0,0,4111.7475,882.415,0,0,519.7,0,1343.44,739.235,0,0,1572.3575,3109.165,0,0,196,0,0,0,27828.325
"Other cardiothoracic procedures w MCC",0,0,0,0,9786.718,2813.18,0,0,0,4548.305,0,2182.716,790.114444444444,0,0,0,0,0,0,0,4380.36444444444,720.7975,0,0,0,0,0,0,0,0,0,0,1125.89,20810.05,0,0,3774.11125,1547.42333333333,0,0,2910.35,0,4004.91777777778,881.741428571429,350.56,1223.07,1937.76222222222,7761.38333333333,3688.65,0,194,5197.2375,564,0,24584.16125
"Other cardiothoracic procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,138.666666666667,0,0,0,0,0,0,0,1385.96666666667,217.293333333333,0,0,0,0,0,0,0,0,0,0,0,24661.54,0,0,4385.24333333333,700.48,0,0,0,0,1617.01,0,0,0,2720.06333333333,3644.33,0,0,0,0,0,0,29046.7833333333
"Other circulatory system diagnoses w CC",3326.68,0,1870.58333333333,0,2145,1801.60416666667,1155.525,844.48,0,3332.50266666667,228.64,2291.89064516129,405.095636363636,0,0,7507,382.805555555556,389.18,0,120,1914.61085365854,696.275,2225.6425,0,3373.26666666667,0,0,0,728,600.465,755.784285714286,0,1780.14153846154,3483.567,749.27,0,1184.64666666667,689.624153846154,0,0,2187.41666666667,608.371578947368,1663.2575,680.721785714286,722.468181818182,889.2,1186.65666666667,1671.69259259259,0,0,189.375,2007.11507042254,943.484444444444,0,4668.21366666667
"Other circulatory system diagnoses w MCC",0,0,1193.5,0,2237.67,1915.775,983.621,1168,0,4397.48318181818,0,2969.32674418605,478.637358490566,0,0,1359,547.9,0,0,181.75,3169.57684210526,721.22625,4464.126,0,4231.83571428571,0,0,0,364.668,980.47,799.2564,0,1293.71,3786.85272727273,620.722,0,1022.4,816.375316455696,0,330,3837.73230769231,662.4675,3035.46083333333,967.955333333333,790.176666666667,704.065,991.123111111111,7118.81308510638,2402.94941176471,4568.135,184.333333333333,2603.25705882353,1262.04166666667,0,4809.25272727273
"Other circulatory system diagnoses w/o CC/MCC",0,0,0,0,4340.7175,1049,1056,0,0,3648.72545454545,0,2906.845625,323.3275,0,0,0,0,0,821,0,1300.72791666667,501.0225,2878,0,3303,0,0,0,112.46,238,871.855,0,801.07,882.32,0,0,947.03,618.372631578947,0,0,0,0,1062.82,462.5575,413,0,1011.3875,734.24,0,0,194,2243.40705882353,969.18,0,1829.35
"Other circulatory system O.R. procedures",0,0,644,0,0,0,558,0,0,5299.002,456.24,6304.97,584.8,0,0,0,0,0,0,0,2816.09,1613.405,8418.69,490,6805.5,0,0,0,471,867,1170.12333333333,0,760,4113.502,1192.945,0,866.1225,612.16125,0,0,5662.33,463,2046.03,767.048,350.56,1345.37,1355.67,2240.22,1958.41,4855.64,528,2710.69857142857,0,0,4979.6245
"Other digestive system diagnoses w CC",0,0,395.666666666667,0,0,1450,919.25,360,0,4508.53756756757,0,2245.11125,296.943269230769,0,0,3226.94071428571,459.225,0,0,571.0625,1580.13189944134,512.31,4824.25666666667,0,2028.6,0,0,0,512.060909090909,0,809.819090909091,0,1022.80166666667,4873.85764705882,1008.48333333333,0,827.693846153846,899.666739130435,16772.65,0,2100.464375,547.76225,974.315217391304,641.079189189189,604.778461538462,875.34,630.802037037037,2051.39453488372,0,0,277.833333333333,2199.24148648649,951.266774193548,0,5701.55149321267
"Other digestive system diagnoses w MCC",0,0,354.291666666667,0,0,1537.25,1513.03125,0,0,4651.67414634146,114.84,1993.7575,262.720833333333,0,0,2238.19833333333,491.583333333333,0,0,284.833333333333,2319.19128571429,286.8275,3242.68,0,3583.37666666667,350,0,0,484.8225,238,865.455,0,5206.43375,3890.67619047619,1343.654,0,773.802,886.259583333333,1255.75,0,1976.458,856.171428571429,1373.27705882353,606.929444444444,770.892,628.666666666667,1038.83894736842,2583.10779411765,0,0,303.5,2448.50305084746,1502.08666666667,0,4664.47819047619
"Other digestive system diagnoses w/o CC/MCC",0,0,413.958333333333,0,0,1899,903.979166666667,0,0,3511.40894736842,0,1788,305.932857142857,0,0,2975.09111111111,302.909090909091,0,0,261.666666666667,1216.17671052632,470.146666666667,2443.344,0,0,0,0,0,824.972,0,961.655555555556,0,1094.05,4989.826,944.853636363636,0,1226.225,1062.62833333333,0,0,347.1,607.709393939394,1273.754,531.735,398.875,495.83,866.103333333333,1295.58473684211,0,5538,189,2011.36561643836,1660.48111111111,0,6216.051
"Other digestive system O.R. procedures w CC",0,0,1532,0,0,0,950.583333333333,0,0,4023.96923076923,199,0,148.525,0,0,2952.91666666667,398.833333333333,0,0,2315,1780.51333333333,753.923333333333,0,0,2471.95,0,0,0,544.145,965,670.001428571429,0,8111.532,9414.08666666667,1236.59125,0,1622.95,1077.01333333333,0,0,2123.47555555556,561.888888888889,1098.415,461.027142857143,0,779.01,1535.70625,1800.33636363636,0,412.05,3859,2875.2092,261.63,0,11037.0366666667
"Other digestive system O.R. procedures w MCC",0,0,1200,0,8387.29,11664.79,2425.5,0,0,7220.46928571429,367.32,2312.17,245.027777777778,0,0,0,957,194.59,0,0,3871.41470588235,248.693333333333,3682.895,0,3149.61,862,0,0,261.64,0,707.174,0,5682.12166666667,11381.7393333333,935.085,0,2525.33666666667,1201.75866666667,0,0,4944.39142857143,519,3430.65142857143,1061.91166666667,1472.33666666667,944.253333333333,2105.18307692308,4681.14411764706,4590.29,1523.91,260,4630.30733333333,0,0,13907.076
"Other digestive system O.R. procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,6927.93,171.74,2439.26,0,0,0,0,0,0,0,0,1043.11166666667,730.378,0,0,0,0,0,0,0,0,964.6175,0,2326.03333333333,7402.08166666667,1143.42111111111,0,1703.10272727273,725.23,0,0,1620.93,0,0,0,0,0,561.64125,1334.84153846154,0,0,0,3150.69555555556,775.5,0,9105.18439393939
"Other disorders of nervous system w CC",0,0,305,0,0,1938,1270.9,0,0,2894.62861538462,0,2482.49444444444,742.931836734694,3936.87,0,0,412.333333333333,0,0,235,1595.66206185567,193.89,5782.67925925926,0,3376.235,0,169.74,0,398.747777777778,1366.47,712.5325,0,1125.66818181818,1166.58875,0,0,0,583.198703703704,9330.31,0,2196.56333333333,553.782222222222,3019.96545454545,1691.08742424242,2172.70594594595,1531.59619047619,1243.05473684211,1855.8297752809,0,0,221.857142857143,1789.7964,3202.36416666667,0,1166.58875
"Other disorders of nervous system w MCC",0,0,648,0,0,1446.75,1736.5975,0,0,4651.63888888889,0,2369.06588235294,3939.03604651163,1554.235,0,0,552.666666666667,0,539.89,0,2931.44948275862,158,4648.14444444444,0,0,0,191.1,0,714.28,0,741.68,0,12442.195,6039.63615384615,292.2,0,878.57,766.625957446809,0,0,1161.07,503.38,4344.61294117647,1470.53653846154,1522.42823529412,1179.344,1524.85857142857,3186.786,1502.22333333333,0,102,2782.85375,509.74,0,6918.20615384615
"Other disorders of nervous system w/o CC/MCC",0,0,395,0,0,1941,399.8,0,0,4004.30703703704,0,2129.09,1002.848,2004.33,0,0,378,0,539.89,198,1060.02833333333,166.08,7930.745,0,2554.96,0,0,0,643,0,823.695,0,37797.14,3356.78,523.52,0,1530.3175,612.202857142857,0,0,0,775.375,1204.8475,1384.286,1997.4875,892.4925,3348.04,686.29847826087,0,0,175.666666666667,2155.81666666667,1196.94571428571,0,4887.0975
"Other disorders of the eye w MCC",0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,616,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,265,349,0,0,0,115.8,0,0,0,0,0,0,0
"Other disorders of the eye w/o MCC",0,426.21,0,0,0,0,848,0,439.22,2566.10375,0,0,287.283333333333,0,0,0,0,0,0,0,966.055294117647,0,2814.66666666667,0,0,0,0,0,330,0,0,0,0,671,0,0,0,451.12,0,0,974.21,370,695.8,759.86,449.293333333333,928.5,166.532,7365.546,0,0,180.5,2138.291,141,0,671
"Other ear, nose, mouth & throat O.R. procedures w CC/MCC",0,0,0,0,0,0,0,896,0,5950.15,722.1,0,0,0,0,0,0,194.59,0,0,989.350625,535.893333333333,0,0,0,0,0,0,0,0,690.32,0,0,8976.56125,1051.54416666667,0,1685.28722222222,614.563636363636,0,0,0,222,3155.13692307692,627.6,451.056666666667,1258.48,483.684545454545,2941.02578947368,0,8582.55666666667,0,4636.27,775.5,0,10661.8484722222
"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC",0,0,0,0,0,0,0,0,0,2630.86111111111,0,0,0,0,0,0,0,0,0,0,677.2825,1296.703,5099.055,0,0,0,0,0,0,0,716.48,0,18700.79,7814.50166666667,1034.22352941176,0,1466.98782608696,2441.91666666667,0,0,0,494,1043.1725,0,0,0,1062.203,1058.8432,0,5443.428,418,2555.56,987,0,9281.48949275362
"Other endocrine, nutrit & metab O.R. proc w CC",3391.39,0,0,0,0,52295.55,0,0,0,0,0,2180.38,140,0,0,0,0,0,0,0,2590.81111111111,171.9025,3874.378,0,2211.41,0,0,0,0,0,254.87,0,828,8018.75333333333,1027.93833333333,0,1561.62142857143,1116.49625,0,0,0,372.44,0,961.77,0,0,1171.70857142857,3796.13555555556,0,0,194,2873.935,503.44,0,9580.37476190476
"Other endocrine, nutrit & metab O.R. proc w MCC",0,0,0,0,2564.1,6867.43,0,0,0,3562.365,0,2312.17,245,0,0,0,0,0,0,0,2808.244,323.755,3436.035,0,0,0,0,0,0,0,500.735,0,2497,6848.94,1090,0,705.345,2743.102,0,0,0,429.74,0,1443.5,0,965.63,281.65,6107.586,1562.975,0,0,2496.7625,211.5,0,7554.285
"Other endocrine, nutrit & metab O.R. proc w/o CC/MCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382.94,0,0,0,0,0,0,0,0,0,0,0,3326.68,13353.01,1475.22,0,2578.66,0,0,0,0,0,0,483.14,0,0,312.38,2619.6,0,0,0,0,0,0,15931.67
"Other factors influencing health status ",0,0,0,0,0,0,0,0,0,2514.08,0,0,0,0,0,3319,0,0,0,0,621.095,0,0,0,0,0,0,429,791,0,0,0,897,882.32,464,1992,0,351.66,0,0,0,0,0,0,0,0,1340.62,642.697,0,0,0,1941.92666666667,2961,0,882.32
"Other female reproductive system O.R. procedures w CC/MCC",0,0,0,0,0,0,0,0,0,11604.31,307.56,0,0,0,0,0,0,0,0,0,1512.215,1344.84,0,0,0,0,0,0,0,0,1724.44,0,1086.68,9551.195,1066.41,0,3035.06,0,0,0,3916.6,0,0,385.37,515.35,0,0,758.6,0,0,0,2721.42,0,0,12586.255
"Other female reproductive system O.R. procedures w/o CC/MCC",0,0,989,0,0,0,525,0,0,2700,0,0,0,0,0,0,246,0,0,0,510.485,157.225,0,0,1733,0,0,0,0,0,1369,0,0,7126.675,561.76,0,1449.07,322.92,0,0,0,1035,0,0,0,0,1970.48,1297.27,0,0,0,1748.545,1339.5,0,8575.745
"Other heart assist system implant ...... ",0,0,0,0,12282.78,14935.365,0,0,0,11859.49,0,2916.99333333333,210,0,0,0,0,0,0,0,3247.17666666667,142.47,3518.13,0,0,0,0,0,0,0,0,0,0,29984.76,0,0,13028.08,1425.33,0,0,8162.42,0,5161.45,734.77,0,0,2637.01333333333,3693.00333333333,0,0,0,6311.42,0,0,43012.84
"Other hepatobiliary or pancreas O.R. procedures w CC",0,0,0,0,0,0,0,0,0,3060,0,0,0,0,0,0,0,0,0,0,1653.34,0,0,0,0,0,0,0,0,0,680,0,0,14981.92,1869.025,0,2471.8,0,0,0,1220.3,0,0,0,0,0,747.905,2390.905,0,0,0,0,0,0,17453.72
"Other hepatobiliary or pancreas O.R. procedures w MCC",0,0,0,0,0,0,0,0,0,13213.2,0,0,0,0,0,0,0,0,0,0,8363.195,0,0,0,0,0,0,0,0,0,237.09,0,0,18057.405,1255.85,0,1529.29,7547.72,0,0,0,1289.22,4196.08,2964.88,1942.38,0,1965.885,19296.3,0,0,196,0,0,0,19586.695
